@relation WA_Fn-UseC_-Telco-Customer-Churn-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemovePercentage-P80.0-V-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@attribute gender {Female,Male}
@attribute SeniorCitizen numeric
@attribute Partner {Yes,No}
@attribute Dependents {No,Yes}
@attribute tenure numeric
@attribute PhoneService {No,Yes}
@attribute MultipleLines {'No phone service',No,Yes}
@attribute InternetService {DSL,'Fiber optic',No}
@attribute OnlineSecurity {No,Yes,'No internet service'}
@attribute OnlineBackup {Yes,No,'No internet service'}
@attribute DeviceProtection {No,Yes,'No internet service'}
@attribute TechSupport {No,Yes,'No internet service'}
@attribute StreamingTV {No,Yes,'No internet service'}
@attribute StreamingMovies {No,Yes,'No internet service'}
@attribute Contract {Month-to-month,'One year','Two year'}  
@attribute PaperlessBilling {Yes,No}
@attribute PaymentMethod {'Electronic check','Mailed check','Bank transfer (automatic)','Credit card (automatic)'}
@attribute MonthlyCharges numeric
@attribute TotalCharges numeric
@attribute Churn {No,Yes}

@data
Female,0,Yes,No,2,No,'No phone service',DSL,No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',35.1,68.75,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',46.2,46.2,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',45.15,45.15,Yes
Male,1,No,No,1,No,'No phone service',DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',43.3,43.3,Yes
Male,0,Yes,Yes,46,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',20.1,936.85,No
Female,1,No,No,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',57.15,2250.65,Yes
Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,'Two year',No,'Credit card (automatic)',58.9,3857.1,No
Female,0,Yes,No,19,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Electronic check',73.2,1441.1,Yes
Male,0,No,No,52,Yes,No,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',85.35,4338.6,Yes
Male,0,Yes,Yes,71,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.45,1378.45,No
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',45.95,45.95,Yes
Female,1,No,No,52,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,'Electronic check',50.5,2566.3,No
Male,0,Yes,No,6,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',25.1,171,No
Female,1,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,'One year',No,'Mailed check',60.7,1597.4,No
Male,1,No,No,48,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',99,4744.35,No
Female,0,Yes,Yes,64,Yes,Yes,'Fiber optic',Yes,No,No,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',104.4,6721.6,No
Female,0,No,No,3,Yes,No,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,No,'Electronic check',83.75,247.25,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',44.05,44.05,No
Male,0,Yes,Yes,72,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',24.1,1734.65,No
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',45.55,45.55,No
Female,0,Yes,Yes,51,Yes,Yes,'Fiber optic',Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',93.8,4539.35,No
Female,0,Yes,Yes,41,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.7,804.25,No
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,'Two year',Yes,'Credit card (automatic)',70.65,5011.15,No
Female,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',86.45,3574.5,No
Male,0,Yes,No,72,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',114.1,8086.4,No
Male,0,Yes,No,47,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',95.2,4563,No
Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',88.55,6362.35,No
Male,0,No,No,3,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Credit card (automatic)',20.75,67.1,No
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.05,70.05,Yes
Male,0,No,No,2,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',86,165.45,Yes
Male,0,No,No,26,No,'No phone service',DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',44.65,1156.55,No
Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,'Mailed check',60.2,1834.15,No
Female,1,Yes,No,35,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',100.5,3653.35,Yes
Male,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,'One year',No,'Bank transfer (automatic)',55.45,1477.65,No
Male,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,'Credit card (automatic)',70.3,1706.45,No
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,No,'Two year',Yes,'Bank transfer (automatic)',60.4,3953.7,No
Female,0,No,No,16,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',72.65,1194.3,Yes
Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,'One year',No,'Bank transfer (automatic)',55.8,1327.85,No
Male,0,No,No,14,No,'No phone service',DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',31.1,419.7,No
Female,0,Yes,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Electronic check',21,21,Yes
Female,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',45.1,45.1,Yes
Male,1,No,No,4,No,'No phone service',DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',50.95,207.35,No
Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',69.1,1083.7,No
Female,0,Yes,No,46,No,'No phone service',DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',43.95,2007.85,No
Male,0,No,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',86.5,5882.75,No
Male,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,'Electronic check',69.95,2657.55,No
Male,1,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',50.4,1527.5,Yes
Female,1,No,No,5,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,No,'Electronic check',78.95,378.4,Yes
Male,0,No,No,17,Yes,No,'Fiber optic',No,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',90.95,1612.2,No
Male,0,Yes,Yes,4,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.9,76.65,No
Female,0,No,No,12,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Electronic check',20.15,260.7,No
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',90.6,6441.85,No
Male,0,No,No,3,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',92,266.8,No
Male,0,No,No,56,Yes,Yes,'Fiber optic',No,Yes,No,Yes,No,Yes,Month-to-month,Yes,'Electronic check',94.45,5124.6,Yes
Female,0,No,No,41,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',24.85,962.25,No
Male,0,No,No,40,No,'No phone service',DSL,No,Yes,No,Yes,No,No,'One year',No,'Credit card (automatic)',36,1382.9,No
Female,0,No,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',78.5,571.05,No
Male,0,No,No,69,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.95,1399.35,No
Male,0,Yes,Yes,7,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',20.65,150,No
Female,0,Yes,Yes,5,No,'No phone service',DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',30.5,167.2,No
Female,0,Yes,Yes,72,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,No,'Two year',No,'Credit card (automatic)',106.1,7657.4,No
Male,0,Yes,Yes,44,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Bank transfer (automatic)',20.5,865.05,No
Female,0,No,No,65,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,No,'One year',Yes,'Electronic check',95.5,6153.85,No
Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,'Electronic check',64.6,174.2,No
Male,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',51.1,1269.6,No
Female,0,No,No,44,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',84.8,3862.55,Yes
Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',89.1,6352.4,No
Male,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,'Electronic check',54.95,1348.5,No
Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,'Mailed check',50.9,50.9,Yes
Male,0,Yes,No,22,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Bank transfer (automatic)',20.45,471.55,No
Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',85.95,5931.75,No
Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,'Electronic check',60.35,1404.65,No
Male,0,Yes,Yes,37,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.8,726.1,No
Female,1,Yes,Yes,22,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,No,'Bank transfer (automatic)',85.35,1961.6,No
Female,0,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,'Two year',Yes,'Bank transfer (automatic)',72.1,4194.85,No
Male,0,Yes,Yes,49,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.8,4872.45,Yes
Male,0,Yes,Yes,47,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',107.35,5118.95,Yes
Female,0,Yes,Yes,31,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',19.55,658.95,Yes
Male,0,Yes,Yes,1,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',81.05,81.05,No
Male,0,No,No,3,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Electronic check',20.5,76.95,No
Female,0,Yes,No,53,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',111.8,5809.75,No
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.2,20.2,No
Male,0,No,No,20,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',19.7,415.9,No
Female,0,No,No,3,Yes,No,'Fiber optic',Yes,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',79.1,246.5,Yes
Female,0,No,No,51,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Bank transfer (automatic)',19.85,996.95,No
Female,0,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,'One year',Yes,'Bank transfer (automatic)',60.5,3145.15,No
Female,0,Yes,Yes,13,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.55,265.3,No
Female,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.9,20.9,No
Male,0,No,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',21.05,21.05,No
Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,'One year',No,'Electronic check',71.5,4576.3,No
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,'Mailed check',54.65,189.1,No
Male,0,No,No,46,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.2,908.15,No
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',49.8,49.8,No
Male,0,No,Yes,8,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',25.5,215.2,Yes
Female,0,Yes,Yes,71,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',20.5,1500.95,No
Male,0,Yes,Yes,55,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',90.4,5099.15,No
Female,0,No,No,70,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,No,No,'One year',Yes,'Bank transfer (automatic)',90.25,6385.95,No
Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,No,'Electronic check',80.75,159.45,Yes
Male,0,Yes,Yes,67,Yes,Yes,'Fiber optic',Yes,No,No,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',104.6,6885.75,No
Male,0,Yes,No,65,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',91.85,5940.85,Yes
Male,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,'Credit card (automatic)',50.2,668.85,No
Female,0,Yes,Yes,20,Yes,Yes,'Fiber optic',No,No,Yes,Yes,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',95.5,1916.2,No
Male,0,No,Yes,1,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',75.35,75.35,Yes
Male,0,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.45,75.45,Yes
Female,0,Yes,Yes,49,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',95.4,4613.95,No
Female,0,No,No,72,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,No,'Two year',Yes,'Bank transfer (automatic)',101.3,7261.25,No
Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Electronic check',53.1,2459.8,No
Male,0,No,No,24,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',84.85,2048.8,No
Female,0,Yes,Yes,5,No,'No phone service',DSL,No,Yes,No,Yes,No,No,Month-to-month,No,'Electronic check',34.25,163.55,No
Female,0,Yes,Yes,33,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,No,No,Month-to-month,No,'Credit card (automatic)',88.6,2888.7,No
Female,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,'One year',Yes,'Bank transfer (automatic)',60.15,2421.6,No
Male,0,No,No,23,Yes,No,'Fiber optic',Yes,No,Yes,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',99.95,2292.75,No
Male,0,No,No,8,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',70.7,553.4,No
Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,'One year',Yes,'Mailed check',54.8,3465.7,No
Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',49.55,1210.4,Yes
Male,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,'Credit card (automatic)',54.8,1291.3,No
Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,'One year',Yes,'Credit card (automatic)',78.6,5356.45,Yes
Female,0,No,No,53,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Mailed check',100.3,5200.8,No
Female,0,No,No,60,No,'No phone service',DSL,Yes,No,Yes,No,Yes,Yes,'Two year',No,'Electronic check',53.6,3237.05,No
Female,0,Yes,No,7,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',81.1,576.65,Yes
Female,0,No,No,20,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Credit card (automatic)',19.35,433.75,No
Female,0,Yes,Yes,23,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,No,'Electronic check',85.6,1868.4,No
Male,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Electronic check',80.8,5728.55,No
Male,0,Yes,No,11,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.95,825.7,Yes
Male,0,No,No,21,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.6,390.4,No
Male,1,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',93.55,93.55,Yes
Male,1,No,No,31,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',90.7,2845.15,No
Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,'Two year',No,'Mailed check',69.75,3894.4,No
Female,0,Yes,Yes,45,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',20,886.4,No
Male,0,No,No,10,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',95.25,1021.55,No
Female,0,Yes,No,58,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',102.1,5885.4,Yes
Male,0,No,Yes,14,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.95,268.4,No
Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,'One year',No,'Mailed check',80.85,2204.35,No
Female,0,Yes,Yes,14,Yes,Yes,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',90.9,1259,Yes
Female,0,Yes,Yes,12,No,'No phone service',DSL,No,Yes,No,No,No,No,Month-to-month,No,'Mailed check',29.2,309.1,Yes
Female,0,Yes,Yes,69,Yes,Yes,'Fiber optic',No,Yes,No,Yes,No,Yes,'Two year',Yes,'Bank transfer (automatic)',93.3,6398.05,No
Female,0,Yes,Yes,25,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',89.15,2257.75,Yes
Male,1,Yes,No,58,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',108.85,6287.25,Yes
Female,0,Yes,Yes,35,No,'No phone service',DSL,Yes,No,No,Yes,Yes,No,'Two year',Yes,'Credit card (automatic)',46.35,1662.05,No
Female,1,No,No,16,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',84.75,1350.15,Yes
Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,'One year',No,'Credit card (automatic)',78.75,3600.65,No
Female,0,No,No,17,Yes,No,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',83.55,1329.15,No
Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',45.7,45.7,Yes
Male,0,No,No,22,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',19.6,422.5,No
Female,1,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.95,69.95,Yes
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,'Two year',No,'Mailed check',67.85,4627.65,No
Female,0,Yes,Yes,67,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',105.65,6717.9,No
Female,0,Yes,No,2,No,'No phone service',DSL,No,No,No,No,Yes,Yes,Month-to-month,No,'Electronic check',44.6,97.1,Yes
Male,0,No,No,23,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.95,1710.45,Yes
Female,1,No,No,9,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,No,'Credit card (automatic)',75.5,637.4,No
Female,0,No,No,5,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.15,117.95,No
Male,0,No,No,54,No,'No phone service',DSL,Yes,No,No,Yes,Yes,No,'Two year',No,'Credit card (automatic)',45.2,2460.55,No
